"IN_PRESENCA_CN";"IN_PRESENCA_CH";"IN_PRESENCA_LC";"IN_PRESENCA_MT";"NOTA_CN";"NOTA_CH";"NOTA_LC";"NOTA_MT";"IN_STATUS_REDACAO";"NU_NOTA_REDACAO";"COD_MUNICIPIO_RESIDENCIA";"NO_MUNICIPIO_RESIDENCIA";"UF_RESIDENCIA";"ID_DEPENDENCIA_ADM_ESC";"ID_LOCALIZACAO_ESC";"IDADE";"TP_SEXO";"ST_CONCLUSAO";"TP_ESCOLA";"TP_COR_RACA";"IN_BAIXA_VISAO";"IN_CEGUEIRA";"IN_SURDEZ";"IN_DEFICIENCIA_AUDITIVA";"IN_SURDO_CEGUEIRA";"IN_DEFICIENCIA_FISICA";"IN_DEFICIENCIA_MENTAL";"IN_DEFICIT_ATENCAO";"IN_DISLEXIA";"IN_AUTISMO";"Q001";"Q002";"Q003";"Q005";"Q010";"Q011";"Q017"
1;1;1;1;466,3;498,8;512;349,5;7;466;5300108;"BRASILIA";"DF";"2";"1";19;"F";2;1;3;0;0;0;1;0;0;0;0;0;0;"C";"B";"B";"A";"A";"D";"A"
1;1;1;1;431,2;489,6;377,9;444,7;7;240;1400100;"BOA VISTA";"RR";"";"";21;"M";1;1;3;0;0;0;0;0;1;0;0;0;0;"D";"E";"B";"A";"A";"D";"D"
1;1;1;1;531,3;576,1;495,2;713,5;7;560;3142403;"MOEMA";"MG";"";"";16;"F";3;0;1;0;0;0;0;0;0;0;1;0;0;"E";"F";"M";"B";"A";"B";"A"
1;1;1;1;649,5;648,3;540,2;601;7;660;2211001;"TERESINA";"PI";"4";"1";19;"M";2;2;3;1;0;0;0;0;0;0;0;0;0;"G";"G";"A";"A";"A";"A";"A"
1;1;1;1;671,7;645,9;613,9;784,4;7;760;3139409;"MANHUACU";"MG";"";"";22;"F";1;2;1;0;0;0;0;0;0;0;1;0;0;"E";"F";"Q";"A";"A";"C";"A"
1;1;1;1;434,8;568,2;472,1;446,9;7;340;2211001;"TERESINA";"PI";"";"";41;"M";1;1;3;0;0;0;0;0;1;0;0;0;0;"A";"A";"A";"A";"A";"A";"C"
1;1;1;1;463,6;525,6;452,2;387,1;7;520;5300108;"BRASILIA";"DF";"";"";24;"M";1;1;3;0;0;0;0;0;1;0;0;0;0;"B";"E";"C";"C";"A";"D";"A"
1;1;1;1;364,8;474,4;359,3;350;7;700;4104204;"CAMPO LARGO";"PR";"2";"1";18;"F";2;1;1;0;0;1;0;0;0;0;0;0;0;"E";"C";"C";"B";"D";"A";"D"
1;1;1;1;426,1;565,2;387,1;362,8;7;420;4104600;"CAPITAO LEONIDAS MARQUES";"PR";"";"";22;"M";1;1;1;1;0;0;0;0;0;0;0;0;0;"B";"B";"E";"A";"A";"B";"A"
1;1;1;1;460,5;368,9;307,5;429,2;7;160;5300108;"BRASILIA";"DF";"";"";20;"M";1;2;1;0;0;0;0;0;0;0;1;0;0;"E";"E";"E";"A";"A";"B";"A"
1;1;1;1;420,6;563,8;446,2;393,8;7;460;2903904;"BOM JESUS DA LAPA";"BA";"";"";52;"M";1;1;2;0;0;0;0;0;1;0;0;0;0;"B";"B";"A";"A";"D";"D";"D"
1;1;1;1;390,8;425,6;471,7;521,5;7;340;5208806;"GOIANIRA";"GO";"";"";46;"F";3;0;3;0;0;0;0;0;1;0;0;0;0;"A";"B";"D";"A";"C";"A";"A"
1;1;1;1;541,9;605,1;523,3;337,1;7;540;4104204;"CAMPO LARGO";"PR";"2";"1";18;"F";2;1;1;1;0;0;0;0;0;0;0;0;0;"B";"E";"H";"A";"A";"A";"D"
1;1;1;1;556;689,4;546,5;682;7;900;3550308;"SAO PAULO";"SP";"4";"1";18;"M";2;2;1;0;0;0;0;0;1;0;0;0;0;"C";"E";"B";"D";"A";"A";"A"
1;1;1;1;408,8;486,3;476,7;435,5;7;280;3550308;"SAO PAULO";"SP";"2";"1";19;"F";2;1;3;1;0;0;0;0;0;0;0;0;0;"C";"C";"D";"A";"A";"A";"A"
1;1;1;1;452,3;570;349,7;344,4;7;500;3550308;"SAO PAULO";"SP";"";"";42;"F";1;1;2;1;0;0;0;0;0;0;0;0;0;"B";"B";"B";"C";"D";"D";"D"
1;1;1;1;488,2;414,2;387,2;557,1;7;580;3106200;"BELO HORIZONTE";"MG";"";"";48;"F";1;1;1;1;0;0;0;0;0;0;0;0;0;"B";"C";"B";"D";"D";"D";"D"
1;1;1;1;443,4;553,5;460,2;363,3;7;440;3534401;"OSASCO";"SP";"";"";19;"F";1;1;3;0;0;0;0;0;1;0;0;0;0;"A";"C";"C";"A";"D";"D";"D"
1;1;1;1;429,5;420,6;488,9;413,2;7;650;2914604;"IRECE";"BA";"2";"1";27;"F";2;1;2;0;0;0;0;0;0;0;0;1;0;"B";"B";"A";"B";"A";"D";"A"
1;1;1;1;471,9;570,4;512,9;609,1;7;758;3552205;"SOROCABA";"SP";"";"";27;"M";1;1;1;0;0;0;1;0;0;0;0;0;0;"C";"C";"G";"C";"A";"A";"A"
1;1;1;1;438,4;506;441,6;360,8;7;340;3203205;"LINHARES";"ES";"";"";24;"F";1;1;4;1;0;0;0;0;0;0;0;0;0;"B";"C";"B";"C";"D";"D";"D"
1;1;1;1;721,6;697,8;668,7;811,1;7;575;5300108;"BRASILIA";"DF";"4";"1";17;"F";2;2;3;0;0;0;0;0;0;0;1;1;0;"G";"G";"Q";"B";"C";"B";"B"
1;1;1;1;523,7;543,2;586,7;480,2;7;540;3509502;"CAMPINAS";"SP";"";"";27;"F";1;2;1;0;0;0;0;0;1;0;0;0;0;"B";"B";"C";"A";"A";"A";"A"
1;1;1;1;430,5;533,6;520,6;564,1;7;750;3162500;"SAO JOAO DEL REI";"MG";"";"";16;"F";3;0;1;0;0;0;0;0;0;0;0;1;0;"G";"G";"K";"A";"B";"C";"A"
1;1;1;1;431,3;540,7;471,7;507,3;7;380;3523107;"ITAQUAQUECETUBA";"SP";"2";"1";17;"F";2;1;3;0;0;0;0;0;1;0;0;0;0;"I";"C";"C";"A";"D";"D";"A"
1;1;1;1;557,9;534,9;498,2;485,8;7;520;3304557;"RIO DE JANEIRO";"RJ";"";"";19;"M";1;2;3;0;0;0;0;0;1;0;0;0;0;"G";"E";"E";"A";"A";"A";"A"
1;1;1;1;415,8;402,6;373,9;430,7;7;380;2209302;"SANTA LUZ";"PI";"";"";19;"F";1;1;3;1;0;0;0;0;0;0;0;0;0;"E";"E";"C";"A";"A";"D";"A"
1;1;1;1;386,7;407,1;473,7;335,4;7;340;2111201;"SAO JOSE DE RIBAMAR";"MA";"";"";32;"F";1;1;2;0;0;0;0;0;1;0;0;0;0;"B";"B";"B";"B";"A";"D";"D"
1;1;1;1;580,3;612,2;414,6;338,9;7;620;3154002;"RAUL SOARES";"MG";"";"";28;"F";1;1;3;1;0;0;0;0;0;0;0;0;0;"A";"B";"F";"A";"A";"D";"D"
1;1;1;1;510,5;526,9;543,5;432;7;600;2700300;"ARAPIRACA";"AL";"";"";37;"F";1;1;3;1;0;0;0;0;0;0;0;0;0;"B";"B";"C";"A";"D";"D";"D"
1;1;1;1;454;512,4;472,4;371,9;7;480;2401107;"AREIA BRANCA";"RN";"";"";23;"F";1;1;3;1;0;0;0;0;0;0;0;0;0;"B";"B";"C";"A";"D";"A";"A"
1;1;1;1;461,7;553;532,6;533,4;7;480;3119401;"CORONEL FABRICIANO";"MG";"";"";52;"F";1;1;2;0;0;0;0;0;1;0;0;0;0;"B";"B";"G";"A";"A";"A";"A"
1;1;1;1;447;408,8;402,8;410,8;7;167;2507507;"JOAO PESSOA";"PB";"2";"1";19;"F";2;1;3;0;0;1;0;0;0;0;0;0;0;"D";"H";"E";"A";"A";"A";"D"
1;1;1;1;502,4;434,2;445,5;440,2;7;300;2211001;"TERESINA";"PI";"";"";20;"M";3;0;2;0;0;0;0;0;0;0;1;1;0;"G";"F";"L";"C";"A";"B";"A"
1;1;1;1;472,4;439,7;448,7;323,4;7;500;3143302;"MONTES CLAROS";"MG";"";"";25;"M";1;1;3;0;0;0;0;0;1;0;0;0;0;"B";"B";"D";"A";"D";"D";"D"
1;1;1;1;662,5;628,9;591,7;647,7;7;940;2928406;"SANTA RITA DE CASSIA";"BA";"";"";19;"F";1;2;1;0;0;0;0;0;0;0;1;0;0;"E";"E";"O";"A";"A";"B";"A"
1;1;1;1;406,7;566,9;458,6;494,7;7;680;4102109;"ASTORGA";"PR";"2";"1";18;"M";2;1;1;0;0;0;0;0;1;0;0;0;0;"E";"B";"E";"C";"A";"A";"D"
1;1;1;1;486,8;464,8;453,4;425;7;560;1501303;"BARCARENA";"PA";"";"";65;"M";3;0;2;1;0;0;0;0;0;0;0;0;0;"A";"B";"C";"A";"D";"D";"D"
1;1;1;1;544,4;643;652,7;554,7;7;880;3518800;"GUARULHOS";"SP";"4";"1";19;"F";2;2;1;0;0;0;0;0;0;0;1;0;0;"G";"G";"I";"C";"B";"B";"A"
1;1;1;1;518,1;630,8;592;405;7;760;2933307;"VITORIA DA CONQUISTA";"BA";"4";"1";18;"F";2;2;3;0;0;0;0;0;1;0;0;0;0;"E";"E";"E";"A";"A";"A";"A"
1;1;1;1;492,1;561,9;512,1;358,6;7;460;3201506;"COLATINA";"ES";"";"";25;"M";1;1;3;0;0;0;0;0;1;0;0;0;0;"B";"B";"C";"A";"A";"A";"A"
1;1;1;1;611,3;666,3;618;699,8;7;560;3106200;"BELO HORIZONTE";"MG";"";"";16;"F";3;0;3;1;0;0;0;0;0;0;0;0;0;"H";"H";"I";"A";"A";"A";"A"
1;1;1;1;523,3;548,2;549,5;520,6;7;380;2507507;"JOAO PESSOA";"PB";"";"";21;"M";1;2;1;0;0;0;0;0;1;0;0;0;0;"C";"E";"B";"D";"D";"D";"D"
1;1;1;1;423,1;455,8;388,6;329,5;7;209;4108403;"FRANCISCO BELTRAO";"PR";"";"";18;"F";3;0;1;0;0;1;0;0;0;0;0;0;0;"C";"F";"C";"A";"A";"B";"A"
1;1;1;1;535,2;378,5;434,1;412,4;7;300;4205407;"FLORIANOPOLIS";"SC";"4";"1";19;"M";2;2;1;0;0;0;0;0;0;0;0;0;1;"H";"H";"P";"A";"A";"A";"A"
1;1;1;1;411,1;560,6;538,7;365,7;7;520;2304400;"FORTALEZA";"CE";"";"";36;"F";1;1;3;1;0;0;0;0;0;0;0;0;0;"A";"B";"C";"A";"A";"A";"A"
1;1;1;1;421,9;558,8;473;395,1;7;400;1721000;"PALMAS";"TO";"2";"1";19;"F";2;1;1;0;0;0;0;0;1;0;0;0;0;"G";"F";"C";"A";"A";"D";"D"
1;1;1;1;528,3;612,9;561,4;421,7;7;560;1703305;"BOM JESUS DO TOCANTINS";"TO";"";"";25;"F";1;1;2;0;0;0;0;0;1;0;0;0;0;"C";"C";"D";"A";"A";"D";"A"
1;1;1;1;393,5;560;500,8;637,5;7;500;4113700;"LONDRINA";"PR";"";"";22;"M";1;1;1;0;0;0;0;0;1;0;0;0;0;"G";"G";"G";"A";"A";"A";"A"
1;1;1;1;532,1;520,6;449;495,3;7;300;4113700;"LONDRINA";"PR";"2";"1";17;"M";2;1;1;0;0;0;0;0;1;0;0;0;0;"E";"C";"B";"A";"A";"A";"B"
1;1;1;1;437,4;614,7;531,3;386;7;500;3550308;"SAO PAULO";"SP";"4";"1";18;"M";2;2;1;0;0;0;0;0;0;0;0;1;0;"E";"E";"G";"A";"A";"A";"A"
1;1;1;1;386,6;420;484,6;355,3;7;375;4108304;"FOZ DO IGUACU";"PR";"";"";16;"F";3;0;1;0;0;0;0;0;0;0;0;1;0;"E";"G";"C";"C";"A";"A";"A"
1;1;1;1;415,2;422,7;341,6;426,6;7;240;2802908;"ITABAIANA";"SE";"";"";22;"M";4;0;1;1;0;0;0;0;0;0;0;0;0;"G";"E";"Q";"A";"C";"C";"C"
1;1;1;1;487,2;520,9;444,8;374,2;7;560;2614501;"SURUBIM";"PE";"4";"1";17;"M";2;2;3;0;0;0;0;0;1;0;0;0;0;"C";"E";"B";"D";"A";"D";"D"
1;1;1;1;564,9;601,4;590,5;488,2;7;600;5300108;"BRASILIA";"DF";"2";"1";42;"M";2;1;3;0;0;0;0;0;0;0;0;1;0;"B";"B";"D";"C";"D";"A";"D"
1;1;1;1;500,2;580,4;456;431,9;7;340;3534401;"OSASCO";"SP";"";"";51;"F";1;1;1;0;0;0;0;0;1;0;0;0;0;"A";"A";"C";"A";"A";"D";"A"
1;1;1;1;378,1;442;428,2;556,2;7;340;3201506;"COLATINA";"ES";"2";"1";17;"M";2;1;3;1;0;0;0;0;0;0;0;0;0;"E";"E";"D";"A";"A";"A";"A"
1;1;1;1;581,7;529,9;384,7;417,6;7;480;2111300;"SAO LUIS";"MA";"";"";40;"F";1;1;1;0;0;0;0;0;1;0;0;0;0;"B";"E";"B";"C";"D";"A";"D"
1;1;1;1;492,8;426,6;367,8;501,9;7;666;4300406;"ALEGRETE";"RS";"";"";18;"M";1;1;1;0;0;0;1;0;0;0;0;0;0;"D";"G";"L";"B";"A";"A";"A"
1;1;1;1;451,2;557,5;425,2;395;7;480;2501807;"BAYEUX";"PB";"";"";26;"M";1;1;3;0;0;0;0;0;0;1;0;0;0;"A";"D";"B";"A";"D";"D";"D"
1;1;1;1;386,8;420,5;412,3;470,2;7;520;2111300;"SAO LUIS";"MA";"";"";18;"M";3;0;3;0;0;0;0;0;1;0;0;0;0;"B";"D";"B";"A";"A";"D";"D"
1;1;1;1;423,7;472,3;354;449,6;7;658;3550308;"SAO PAULO";"SP";"";"";21;"M";1;2;1;0;0;1;0;0;0;0;0;0;0;"G";"G";"G";"B";"D";"A";"C"
1;1;1;1;505,5;528,6;486,1;357,3;7;650;3143203;"MONTE SANTO DE MINAS";"MG";"2";"1";17;"F";2;1;1;0;0;0;0;0;0;0;0;1;0;"F";"E";"D";"C";"A";"D";"A"
1;1;1;1;480;570,5;495,5;445,3;7;460;3138203;"LAVRAS";"MG";"";"";19;"M";1;1;3;1;0;0;0;0;0;0;0;0;0;"E";"C";"D";"A";"A";"D";"A"
1;1;1;1;538,3;601,9;553,7;425;7;460;5001904;"BATAGUASSU";"MS";"";"";33;"M";4;0;2;1;0;0;0;0;0;0;0;0;0;"A";"E";"B";"D";"A";"A";"A"
1;1;1;1;370,6;433,4;429,9;334,2;7;416;2408003;"MOSSORO";"RN";"";"";20;"M";1;2;3;0;0;0;1;0;0;0;0;0;0;"G";"G";"C";"A";"A";"D";"A"
1;1;1;1;383,3;571;384,4;339,4;7;380;5220686;"SIMOLANDIA";"GO";"";"";18;"F";3;0;2;1;0;0;0;0;0;0;0;0;0;"I";"C";"B";"A";"D";"D";"D"
1;1;1;1;545;569,8;493,4;572,6;7;900;3109105;"BUENO BRANDAO";"MG";"2";"1";17;"F";2;1;1;0;0;0;1;0;0;0;0;0;0;"B";"C";"C";"C";"A";"D";"A"
1;1;1;1;550;453,7;423;460,7;7;425;3541000;"PRAIA GRANDE";"SP";"";"";20;"M";1;1;1;0;0;0;0;0;0;0;1;1;0;"B";"E";"B";"A";"A";"D";"A"
1;1;1;1;387,7;430;408,4;433,8;7;580;1303569;"RIO PRETO DA EVA";"AM";"";"";26;"F";1;1;3;0;0;0;0;0;1;0;0;0;0;"A";"B";"B";"D";"D";"D";"D"
1;1;1;1;472,4;631,1;518,7;507,1;7;420;5002704;"CAMPO GRANDE";"MS";"";"";42;"M";1;1;1;1;0;0;0;0;0;0;0;0;0;"B";"B";"D";"A";"B";"D";"D"
1;1;1;1;468,6;372,4;431,9;419,8;7;466;2403251;"PARNAMIRIM";"RN";"";"";24;"M";1;1;3;0;0;0;1;0;0;0;0;0;0;"B";"B";"C";"A";"A";"D";"A"
1;1;1;1;482;504,1;458,8;436,7;7;340;3105608;"BARBACENA";"MG";"";"";42;"M";1;1;1;0;0;0;0;0;1;0;0;0;0;"I";"I";"B";"C";"D";"D";"D"
1;1;1;1;515;356,6;458,6;396,8;7;234;5002704;"CAMPO GRANDE";"MS";"2";"1";18;"F";2;1;3;0;0;0;1;0;0;0;0;0;0;"C";"C";"C";"B";"A";"D";"A"
1;1;1;1;435,2;450,7;419,1;333,7;7;240;3531605;"MONTE CASTELO";"SP";"";"";47;"M";1;1;3;1;0;0;0;0;0;0;0;0;0;"E";"B";"B";"A";"D";"D";"D"
1;1;1;1;606,4;677,2;610,9;416,9;7;860;5002704;"CAMPO GRANDE";"MS";"";"";28;"M";1;2;0;0;0;0;0;0;0;0;1;0;0;"H";"H";"Q";"A";"C";"A";"B"
1;1;1;1;450;420,5;443,8;354,9;7;260;2111300;"SAO LUIS";"MA";"";"";28;"M";1;1;3;0;0;0;0;0;1;0;0;0;0;"D";"C";"D";"A";"D";"D";"A"
1;1;1;1;747,5;755,8;675,9;789,9;7;840;5208707;"GOIANIA";"GO";"";"";16;"F";3;0;3;0;0;0;0;0;0;0;0;0;1;"G";"H";"P";"C";"C";"A";"A"
1;1;1;1;481,2;566,9;561,7;475,6;7;600;2906402;"CANDEAL";"BA";"";"";25;"F";1;1;1;0;0;0;0;0;1;0;0;0;0;"B";"E";"B";"A";"A";"A";"A"
1;1;1;1;466,5;533,6;475,6;444,8;7;480;2910800;"FEIRA DE SANTANA";"BA";"";"";25;"F";1;1;3;0;0;0;0;0;1;0;0;0;0;"A";"B";"B";"A";"D";"D";"D"
1;1;1;1;493,4;580,1;518,6;552,9;7;580;2803203;"ITAPORANGA D AJUDA";"SE";"";"";29;"M";1;1;1;0;0;0;0;0;1;0;0;0;0;"B";"B";"B";"A";"A";"A";"D"
1;1;1;1;536,6;566;447,8;542,5;7;520;2706307;"PALMEIRA DOS INDIOS";"AL";"";"";26;"M";1;1;3;0;0;0;0;0;1;0;0;0;0;"C";"G";"B";"A";"A";"A";"A"
1;1;1;1;438,6;409,6;391;363,6;7;400;3120904;"CURVELO";"MG";"";"";48;"F";4;0;1;1;0;0;0;0;0;0;0;0;0;"A";"A";"G";"A";"D";"A";"D"
1;1;1;1;450,3;334,2;397,5;469,3;7;200;5300108;"BRASILIA";"DF";"";"";24;"F";1;1;1;0;0;0;0;0;1;0;0;0;0;"C";"E";"B";"A";"A";"D";"A"
1;1;1;1;526,3;638;627,9;550,1;7;700;2611606;"RECIFE";"PE";"";"";30;"M";1;2;3;0;0;0;0;0;1;0;0;0;0;"E";"G";"F";"D";"A";"A";"A"
1;1;1;1;529,8;662,4;644,9;539,9;7;720;3304557;"RIO DE JANEIRO";"RJ";"";"";23;"F";1;1;3;0;0;0;0;0;0;0;1;0;0;"E";"B";"M";"C";"B";"A";"C"
1;1;1;1;460,3;386,9;370,6;564;7;340;2931350;"TEIXEIRA DE FREITAS";"BA";"";"";32;"M";4;0;1;0;1;0;0;0;0;0;0;0;0;"G";"G";"B";"A";"A";"D";"A"
1;1;1;1;366,8;367,4;369,2;356;7;516;3550308;"SAO PAULO";"SP";"4";"1";19;"F";2;2;1;0;0;0;1;0;0;0;0;0;0;"G";"G";"M";"A";"B";"A";"B"
1;1;1;1;490;569,3;520;566,3;7;400;4106902;"CURITIBA";"PR";"";"";53;"M";1;1;3;0;0;0;0;0;1;0;0;0;0;"B";"B";"C";"C";"A";"D";"A"
1;1;1;1;602,2;674,3;525,9;574,5;7;580;3543402;"RIBEIRAO PRETO";"SP";"";"";37;"M";1;1;1;0;0;0;0;0;1;0;0;0;0;"B";"B";"B";"A";"A";"A";"A"
1;1;1;1;419,6;444,9;427,3;332,7;7;400;3156700;"SABARA";"MG";"4";"1";20;"M";2;2;1;0;0;0;0;0;0;0;1;0;0;"G";"I";"H";"E";"B";"A";"A"
1;1;1;1;471,3;488,5;458,4;328,3;7;500;3538709;"PIRACICABA";"SP";"4";"1";17;"F";2;1;1;0;0;0;0;0;1;0;0;0;0;"E";"E";"D";"B";"A";"A";"A"
1;1;1;1;384;563,8;498,5;386,7;7;520;5211909;"JATAI";"GO";"";"";27;"F";1;1;1;0;0;0;0;0;1;0;0;0;0;"A";"A";"B";"A";"D";"D";"D"
1;1;1;1;713,9;761,8;651,8;772,3;7;540;3135100;"JANAUBA";"MG";"4";"1";17;"M";2;2;1;1;0;0;0;0;0;0;0;0;0;"E";"E";"J";"A";"A";"B";"A"
1;1;1;1;483,3;631,2;615,7;574;7;950;3135100;"JANAUBA";"MG";"";"";19;"F";1;1;3;0;0;0;1;0;0;0;0;0;0;"B";"E";"D";"A";"A";"D";"A"
1;1;1;1;564,6;639,4;573;579,3;7;580;1100049;"CACOAL";"RO";"";"";27;"M";1;1;1;0;0;0;0;0;1;0;0;0;0;"B";"C";"B";"C";"A";"A";"D"
1;1;1;1;625,3;645,2;556,7;721,1;7;520;3302403;"MACAE";"RJ";"4";"1";17;"M";2;2;3;0;0;0;0;0;0;0;1;0;0;"E";"E";"I";"A";"B";"A";"A"
1;1;1;1;371;503,8;468,7;471,6;7;480;2611606;"RECIFE";"PE";"4";"1";17;"F";2;1;2;0;0;0;0;0;1;0;0;0;0;"B";"C";"B";"A";"D";"D";"D"
1;1;1;1;640,2;611,5;632;745,2;7;880;3145208;"NOVA SERRANA";"MG";"";"";20;"F";1;2;3;1;0;0;0;0;0;0;0;0;0;"E";"C";"N";"A";"B";"C";"C"
1;1;1;1;370,7;554,1;512,1;470,3;7;220;3106200;"BELO HORIZONTE";"MG";"4";"1";18;"M";2;2;3;0;0;0;0;0;0;0;1;0;0;"E";"D";"C";"A";"A";"D";"D"
1;1;1;1;524,4;579,6;526,7;567,1;7;520;3304557;"RIO DE JANEIRO";"RJ";"";"";70;"M";1;2;1;0;0;0;0;0;1;0;0;0;0;"G";"C";"Q";"A";"B";"A";"A"
1;1;1;1;525,9;640,2;532,7;610,1;7;820;3304557;"RIO DE JANEIRO";"RJ";"4";"1";18;"M";2;2;1;0;0;0;0;0;0;0;1;0;0;"G";"E";"M";"A";"A";"B";"A"
1;1;1;1;486,5;566,5;484,3;390,5;7;160;3129806;"IBIRITE";"MG";"";"";48;"F";4;0;3;1;0;0;0;0;0;0;0;0;0;"B";"A";"D";"A";"D";"D";"D"
1;1;1;1;485,3;449,6;525,6;492;7;520;3152105;"PONTE NOVA";"MG";"";"";25;"M";4;0;1;0;0;0;0;0;1;0;0;0;0;"D";"C";"F";"C";"A";"D";"A"
1;1;1;1;486,2;580,1;531,2;478,3;7;880;4313409;"NOVO HAMBURGO";"RS";"";"";21;"F";1;1;1;0;0;0;0;0;1;0;0;0;0;"E";"B";"C";"C";"A";"D";"A"
1;1;1;1;440,1;519,3;473,2;464,7;7;460;2918407;"JUAZEIRO";"BA";"";"";21;"F";1;1;3;0;0;0;0;0;1;0;0;0;0;"C";"H";"F";"A";"D";"A";"A"
1;1;1;1;431,4;546,6;475,8;491,9;7;580;1501402;"BELEM";"PA";"";"";37;"M";1;1;2;0;0;0;0;0;1;0;0;0;0;"B";"E";"A";"A";"A";"D";"A"
1;1;1;1;577,2;625,7;576,3;536,8;7;375;1302603;"MANAUS";"AM";"";"";43;"M";1;1;1;0;0;0;1;0;0;0;0;0;0;"B";"D";"C";"A";"B";"A";"A"
1;1;1;1;493,8;598,1;380,1;475,7;7;580;4109401;"GUARAPUAVA";"PR";"2";"1";19;"F";2;1;1;1;0;0;0;0;0;0;0;0;0;"B";"C";"C";"A";"A";"D";"A"
1;1;1;1;399,1;550,3;459;421,3;7;340;2512101;"POMBAL";"PB";"";"";41;"M";1;1;3;0;0;0;0;0;1;0;0;0;0;"B";"B";"C";"D";"A";"D";"A"
1;1;1;1;516;652,3;505,1;398,3;7;400;5300108;"BRASILIA";"DF";"2";"1";18;"M";2;1;0;0;0;0;0;0;1;0;0;0;0;"B";"E";"G";"A";"A";"A";"A"
1;1;1;1;352,5;521,6;459,8;396,3;7;640;4119954;"PONTAL DO PARANA";"PR";"2";"1";18;"M";2;1;3;1;0;0;0;0;0;0;0;0;0;"I";"C";"C";"A";"D";"D";"A"
1;1;1;1;425,9;401,4;481,6;329,5;7;400;3540754;"POTIM";"SP";"2";"1";17;"M";2;1;3;0;0;0;0;0;0;0;0;0;1;"E";"H";"J";"A";"A";"A";"A"
1;1;1;1;537,4;560,8;569,1;443,5;7;640;3303500;"NOVA IGUACU";"RJ";"2";"2";18;"F";2;1;1;0;0;0;0;0;1;0;0;0;0;"D";"E";"D";"A";"A";"D";"D"
1;1;1;1;587,8;621,9;575,6;673;7;920;3550308;"SAO PAULO";"SP";"";"";50;"M";1;1;1;0;0;0;0;0;1;0;0;0;0;"E";"C";"D";"C";"A";"D";"A"
1;1;1;1;370,8;441,7;365,4;485,7;7;400;3528502;"MAIRIPORA";"SP";"";"";19;"M";3;0;1;0;0;0;0;0;1;0;0;0;0;"C";"B";"C";"A";"C";"B";"A"
1;1;1;1;467,2;520,1;415,8;368,8;7;480;4304705;"CARAZINHO";"RS";"";"";37;"F";1;1;1;1;0;0;0;0;0;0;0;0;0;"B";"B";"H";"C";"D";"B";"A"
1;1;1;1;430,8;540,9;532,7;544,6;7;540;3152105;"PONTE NOVA";"MG";"";"";38;"F";1;1;3;1;0;0;0;0;0;0;0;0;0;"C";"B";"F";"C";"A";"A";"A"
1;1;1;1;440,3;547,3;502,5;387,5;7;360;3145901;"OURO BRANCO";"MG";"";"";17;"M";3;0;1;1;0;0;0;0;0;0;0;0;0;"G";"H";"G";"A";"A";"A";"A"
1;1;1;1;565,6;545,2;480,3;493,7;7;460;2403251;"PARNAMIRIM";"RN";"";"";48;"F";1;1;1;1;0;0;0;0;0;0;0;0;0;"E";"E";"B";"C";"D";"D";"A"
1;1;1;1;383,9;614,7;391,6;339,3;7;860;2403251;"PARNAMIRIM";"RN";"";"";23;"F";1;1;3;1;0;0;0;0;0;0;0;0;0;"C";"C";"C";"A";"A";"A";"A"
1;1;1;1;395,7;585,1;505,2;521,5;7;560;3203346;"MARECHAL FLORIANO";"ES";"2";"1";17;"F";2;1;2;0;1;0;0;0;0;0;0;0;0;"B";"E";"B";"C";"D";"A";"D"
1;1;1;1;470,1;595,8;463,5;408,9;7;580;3304557;"RIO DE JANEIRO";"RJ";"";"";17;"F";3;0;1;0;0;0;0;0;1;0;0;0;0;"F";"G";"F";"A";"A";"A";"A"
1;1;1;1;470;515,8;502,9;378,5;7;340;3550308;"SAO PAULO";"SP";"";"";41;"M";4;0;1;0;0;0;0;0;1;0;0;0;0;"B";"B";"B";"C";"A";"D";"A"
1;1;1;1;537,9;625,9;619,3;345,1;7;600;3529906;"MIRACATU";"SP";"";"";18;"M";1;1;1;1;0;0;0;0;0;0;0;0;0;"E";"E";"B";"C";"A";"D";"D"
1;1;1;1;429,1;518;469,5;410,2;7;280;4206009;"GOVERNADOR CELSO RAMOS";"SC";"4";"1";20;"M";2;1;1;0;0;0;0;0;1;0;0;0;0;"C";"B";"C";"A";"D";"D";"D"
1;1;1;1;415,8;519,8;479;625,4;7;460;5208608;"GOIANESIA";"GO";"";"";22;"M";3;0;1;0;0;0;0;0;1;0;0;0;0;"C";"C";"B";"A";"A";"A";"A"
1;1;1;1;489,6;568,2;493,4;409,1;7;650;2927408;"SALVADOR";"BA";"4";"1";19;"M";2;2;3;0;0;0;0;0;0;0;1;1;0;"F";"G";"I";"A";"A";"A";"A"
1;1;1;1;466,7;549;464,9;346,6;7;600;2700300;"ARAPIRACA";"AL";"";"";16;"M";3;0;3;0;0;0;0;0;1;0;0;0;0;"D";"C";"J";"A";"A";"C";"C"
1;1;1;1;485,4;529,2;515,9;341,6;7;360;3537107;"PEDREIRA";"SP";"";"";49;"F";1;1;1;0;0;0;0;0;1;0;0;0;0;"B";"B";"J";"A";"A";"A";"A"
1;1;1;1;485,5;498,7;459,4;370,6;7;340;5217609;"PLANALTINA";"GO";"";"";19;"M";1;1;3;0;0;0;0;0;1;0;0;0;0;"C";"A";"C";"A";"A";"A";"D"
